review,sentiment
"izlet. Seveda sta šla zraven tudi cunjasta dvojčka Mihec in Nina. Čeprav se skoraj $ Mihec in Nina. Čeprav se skoraj nikoli nista ločila, bi Nina včasih rada imela $ mu je zaklicala Sanja. »Seveda, zelo pazi! « je prikimala Nina, Mihec pa ga $ je vso pot do avta držal v naročju. Mihec in Nina sta se stiskala $ smel, s kolenom je moral popolnoma mirovati. Mihec je prijel Nino za roko in $ drugo roko je za drobceno roko držala Mihca, ta pa Nino, ki se je $ blizu opazovala. Mihec je z dlanmi zaslonil usta in rekel Nini na uho: »Brez $ « »In vse bo v najlepšem redu, « je pomežiknila Nina. Takrat je v $ igrala z njim? « je rekel Mihec in zaupljivo prijel Nino za roko. »Prav, $ in zaupljivo prijel Nino za roko. »Prav, « se je Nina strinjala, »zdaj pa $ Nežno, da je ne bi prebudila, je s seboj vzela Nino, Mihca pa do",1
"na pisano pobarvanih plezalih. Zdaj ga je lahko samo gledal. Bratec se še nikoli $ Sanji v uho. In vsi trije so skupaj odšli ven. Bratec, ki je ostal $ klepetanje prijateljčkov, ki so nestrpno čakali, da ga lahko obiščejo. Bratcu je bilo prijetno,",0
"je na tla in si poškodoval koleno. »Joj, se je očka prestrašil, »Takoj gremo",1
"sušile. Otroci so hiteli na dvorišče. Njihovemu vrišču so prisluhnila Sanja in njena cunjasta $ Počakati moramo, da se mamica in očka vrneta,« je rekla Sanja. »Pojdimo,« je predlagala $ vedela, ne bosta, da smo bili zunaj.« »Prav,« je rekla, Sanja, »samo če me $ zapodila za njim. »Takoj sem, poredneža!« ju je strogo poklicala Sanja. »Kaj smo se $ igrajmo!« » Ne, to je pa preveč,« se je ujezila Sanja. » Komaj smo $ ne bomo šli, ker sta packa in poredneža,« je rekla Sanja. Prijela je za",1
"dvorišče. Njihovemu vrišču so prisluhnila Sanja in njena cunjasta dvojčka, Nina in Mihec. »Pojdimo $ in očka vrneta,« je rekla Sanja. »Pojdimo,« je predlagala še Nina. »Saj bomo hitro $ zapodil naravnost v lužo, ki je sonce še ni posušilo. Nina se je seveda $ v pesek: »Tu se igrajmo!« Takoj se je ustavila še Nina in se s $ ne grem,« je zacepetal Mihec. »Jaz tudi ne,« je zacepetala Nina. »V pesku se $ trmasto nadaljeval Mihec. »Krasno, potem pa na potep!« je vzkliknila Nina. »Nikakor se ne $ rekla Sanja. Prijela je za ušesa najprej Mihca, potem še Nino in ju odpeljala $ otroci ne ubogajo. Zunaj je sonce posušilo že vse luže, Nina in Mihec pa",0
"vrišču so prisluhnila Sanja in njena cunjasta dvojčka, Nina in Mihec. »Pojdimo še mi $ dvojčka, Nina in Mihec. »Pojdimo še mi ven,« je predlagal Mihec. »Ne smemo. Počakati $ dvorišče. Komaj sta stopila skozi vhodna vrata, se je že Mihec zapodil naravnost v $ strogo poklicala Sanja. »Kaj smo se zmenili? Lepo se vedita!« Mihec se je brž $ da gremo na sprehod?« »Jaz že ne grem,« je zacepetal Mihec. »Jaz tudi ne,« $ bova igrala, potem greva pa na potep.« je trmasto nadaljeval Mihec. »Krasno, potem pa $ in poredneža,« je rekla Sanja. Prijela je za ušesa najprej Mihca, potem še Nino $ ubogajo. Zunaj je sonce posušilo že vse luže, Nina in Mihec pa sta morala",0
časi in zelo zelo daleč je na velikanskem svetu živela babica. Bila je res $ neroden in je vedno kaj podrl. Vse dopoldne si je babica veselo žvižgala in $ skupaj letelo po zraku. Prav tedaj je v kuhinjo vstopila babica. Hitro je skočila,1
"drugega, Ampak še vedno je bila precej precej manjša od dedka in vnučkov. Odločila $ pladenj. En sam samcat krof je padel na tla. Ojoj! Dedek je pohlevno zlezel $ pa tvoj,« mu je rekla in ga potisnila skozi vrata. Dedek je vzel še",1
"še vedno je bila precej precej manjša od dedka in vnučkov. Odločila se je, $ dedka in vnučkov. Odločila se je, da bo za te vnučke nekega dne naredila $ velik. Ko se je zvečerilo, so dedka in babico obiskali vnučki. Najedli so se",1
"Prigodi se, da pride tam mimo nekega lepega dne sam kralj tiste dežele. Ko $ tako tja v dan kakor božji volek!« Na to sporoči kralj našemu mlinarju po $ jednem svojem ministru, da mora priti v jedneni mesecu na kraljev dvor in odgovoriti $ je od zemlje do nebes? — 3. koliko je vreden kralj in 4. kaj $ nebes? — 3. koliko je vreden kralj in 4. kaj kralj misli? — — $ kralj misli? — — Ako pa mlinar ne pride h kralju v določenem času, $ bile nikake šale za našega mlinarja. Kaj vendar hoče odgovoriti kralju na taka uprašanja? $ svoje težave in skrbi. Kuhar upraša, da-li ga morda pozna kralj po licu? »Menil $ kuhar z radostnim glasom: »Prava reč! pojdem pa jaz do kralja, da odgovorim jaz $ kuhar za »gospoda Mlinarja« ter se pelje v mesto do kralja. Kralj je koj $ nebes največ tri ure.« Možka je bila ta, da je kralj čude se kar $ je kralj čude se kar uprašal dalje: »Koliko je vreden kralj?« Kuhar pa modruje: $ manj, to je devet in dvajset.« Kaj je mogel reči kralj na toli umen $ je toliki bistroumnosti ter dal še četrto uprašanje: »Kaj neki kralj misli v tem",0
"bil je tako imovit, da si je naročil celo izučenega kuharja iz mesta. Mlini $ kaj gosposkega, naročil si je v mestu ročnega in izučenega kuharja, ki je 'gospodu' $ dan, mlinarjev trebuh je crknil!« Le-to spremembo je zapazil tudi kuhar. Nekega dne mu $ licu? »Menil bi da ne« odgovori mlinar. Na to de kuhar z radostnim glasom: $ zopet jel prevzetno dvigati svojo ogromnost. Nekega dne se preobleče kuhar za »gospoda Mlinarja« $ gospod Mlinar, kar pa ni res: jaz sem le njegov kuhar.« Kralj in vsi $ sedaj naprej ti 'gospod Mlinar', a on naj bode tvoj kuhar!« In odpustil ga $ ga je z veliko milostjo. Kako sta se potem poravnala kuhar in mlinar, tega",1
"nekedaj je Živel mlinar, ki je bil $ je bilo res pravo veselje gledati le-to hrupno življenje. Oče mlinar pa se ni $ letih svojega lenuharstva. No nekdaj je bilo vse drugače! Reven mlinarček je mlel od $ se mu je jela smejati kaj prijazno in vabljivo, a mlinarček je bil sila $ še jeden težak kamen, ki je mlel ljudem žito, našemu mlinarčku pa svitle novce $ pomagačev, katerim je po malo in po malo prepustil vsa mlinarska opravila, sam pa $ je v mestu ročnega in izučenega kuharja, ki je 'gospodu' mlinarju kuhal in cvrl $ 'gospodu' mlinarju kuhal in cvrl jedil, da se je 'gospod' mlinar oblizaval vedno z $ Kuhar je bil tudi zelo šaljiv človek, da je 'gospod' mlinar prežil poleg njega $ v dan kakor božji volek!« Na to sporoči kralj našemu mlinarju po jednem svojem $ kralj in 4. kaj kralj misli? — — Ako pa mlinar ne pride h $ — izgubi glavo. To niso bile nikake šale za našega mlinarja. Kaj vendar hoče $ pomagal — misliti. Zaman! Bog ni hotel pomagati ter rešiti mlinarja preteče smrtne nevarnosti. $ ter si šepetali: »jezesa jezesa! sodnji dan bo, sodnji dan, mlinarjev trebuh je crknil!« $ verdarle kaj pomoči, ali vsaj svetovati kaj pametnega. Konečno mu mlinar pove svoje težave $ morda pozna kralj po licu? »Menil bi da ne« odgovori mlinar. Na to de $ z veliko milostjo. Kako sta se potem poravnala kuhar in mlinar, tega ne vemo. $ v mnogočem od omenjene novele, ali bitstvo je tisto, celo mlinar igra v obeh",1
